State,City,Hospital Id,Hospital Name,Address,Pin Code,PhONE NO,Mobile,Fax,Contactperson- (Desig),Email,LATITUDE,LONGITUDE
Andhra Pradesh,Hyderabad,HOS-HYD-622,Shravana Hospital,5-3-847 Mj Market Ns Road,500095,040-24738888,NA,0,NA,NA,0,0
Andhra Pradesh,Warangal,HOS-HYD-4886,Life Line Hospitals,"2-4-152, Ramnagar, Hanamakonda",506001,0870-2568378,NA,0,NA,NA,0,0
Andhra Pradesh,Secunderabad,HOS-HYD-309,Skm Hospital,"7-A, Panchsheel Enclavehashmatpet",500009,040-27754258,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-1182,Smt. Bhagwan Devi Hospital,"21-7-191, Mama Jumla Phatakcharkaman",500002,040-24566490,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-43,Soumya Multi Speciality Hospital,"Behind Satyam Computers, Karkhana",500009,040-27741234,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-461,Sowmya Hospital,"1-9-49/B/1, Ramanagar",500020,040-65791552,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-831,Sree Srinivasan Ent Care & Research Institute,"6-3-663/7/5, Jaffer Ali Bagh, Beside Saboo Motors, Samajigud",505470,040-66664995,NA,0,NA,NA,0,0
Andhra Pradesh,Tanuku,HOS-HYD-1732,Sri Chaitanya Orthopaedic Hospital,"# 22-7-1, Vinnakota Vari Street. West Godavari",534211,08819-229585,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-1183,Sri Devi Hospitals,"H.O. 1-10-224/A, Ashok Nagar Cross Roads",500020,040-27668438,NA,0,NA,NA,0,0
Andhra Pradesh,Rajahmundry,HOS-HYD-820,Sri Mani Orthopaedic Hospital,"D.No:76/1-8/1, Gandhipuram-2",533103,0883-2468787,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-4507,Sriratna Laxmi Nursing Home,"16-300, Kalamandir Centre, Chilkaluripet",522616,08647-253144,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-205,Sri Sai Kidney Centre,Near Lal Bunglawameerpet,500016,040-23756789,NA,0,NA,NA,0,0
Andhra Pradesh,Karimnagar,HOS-HYD-1132,Sri Sai Praja Hospital,Main Road Metapallydt,505325,08725-228500,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-741,Sai Ram Multi Speciality Hospital,"# 7-78/1, Konarak Thetre Lane, P &T Colony Road, Dilsukhnagar",500060,040-66758515,NA,0,NA,NA,0,0
Andhra Pradesh,Vizianagaram,HOS-HYD-3674,Sri Sai Super Speciality Hospital (Sri Sai Orthopedic Hospital),"L.T.Road, Near Rtc Complex",535001,08922-225723,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-353,Sri Venkateswara Nursing Home,"3-5-1093/20/C, Narayanaguda",500029,040-24751843,NA,0,NA,NA,0,0
Andhra Pradesh,Secunderabad,HOS-HYD-206,Sridevi Maternity & Nursing Home,"12, 11-253/251, Warasiguda",500061,040-27509124,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-867,Sridhar Multi Speciality Hospitals,"# 99, Maruthinagar, Santosh Nagar",500059,040-24332691,NA,0,NA,NA,0,0
Andhra Pradesh,Chittoor,HOS-HYD-1194,Sri Ramadevi Multi Super Speciality Hospital,"#82, Sai Ram Street, Bhavani Nagar, Trupati, Bhvaninagar",517501,0877-2287156,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-1335,St. Joseph'S General Hospital,"# 27-1-12, Main Road, Arundelpet",522004,0863-2322700,NA,0,NA,NA,0,0
Andhra Pradesh,Secunderabad,HOS-HYD-352,St. Lucy Hospital,Reddy Enclavetemple Alwal,500010,040-27978682,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-1726,Sudarsani Eye Hospital,"# 12-25-167, Kothapet",522001,0863-2220028,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-463,Praja Sai Multi Speciality Hospital,"1-10-189, Ashok Nargar, Near Rtcx Roads",500020,040-27631794,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-207,Sumana Hospital,"Plot No 687/688, Vivekananda Nagar Colony Kukatpally",500872,040-23068066,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-1077,Surakshaka Diabetic Center (P) Ltd,"Mig-218, Kphb Main Rd, Kukatpally",500072,040-23151000,NA,0,NA,NA,0,0
Andhra Pradesh,Nellore,HOS-HYD-2842,Susrutha Uro Renal Hospital,"#16-2-97, Near Raghava Cine Complex, Pogathota",524001,0861-2327724,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-812,Swapna Health Care,"6-3-1111/19, Nishanth Bagh, Begumpet",500016,040-23402417,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-877,Swarup Eye Centre,"No.145, Dwarkapuri Colony, Panjagutta",500082,040-23354558,NA,0,NA,NA,0,0
Andhra Pradesh,Rajahmundry,HOS-HYD-332,Swatanthra Hospital,Near Kambaka Park,533105,0883-4654345,NA,0,NA,NA,0,0
Andhra Pradesh,Secunderabad,HOS-HYD-1851,Saluja Multispeciality Hospital,"9-4-269, Regimental Bazar",500025,040-27701222,NA,0,NA,NA,0,0
Andhra Pradesh,Warangal,HOS-HYD-1998,Sri Ranga Hospital,"3-9-79, Reddy Colony, Hanamkondahanamkonda",506011,0870-2450385,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-1969,Sri K.V. Punnaiah Memorial Hymavathi Nursing Home,"Mig-11-A6, Vuda Colony, Sriharipuram, Visakhapatnam",530011,0891-2577232,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2023,Sigma Hospitals,"# 16-11-740/3/14, Gaddiannaram, Dilsukhnagar",500060,040-24152266,NA,0,NA,NA,0,0
Andhra Pradesh,Secunderabad,HOS-HYD-2052,Sigma Hospital,"35, S.D. Road, Near Clock Tower",500003,040-39123456,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2073,Shilpa Nursing Home,"# 12&13, Madhavanagar Colony, Miyapur",500050,040-23040450,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-2072,Simhadri Hospital,"15-12-1, Krishna Nagar, Maharani Peta, Visakhapatnam",530002,0891-2784545,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-2107,St.Ann'S Jubilee Memorial Hospital,"# 62-2-106, Malkapuram, Visakhapatnam",530011,0891-2752505,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2335,S.V. Hospital,"7-1-246/B/1, Road Opp , Yellamma Temple , Balkampet",500038,040-65589530,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2486,S.V. Multi Speciality Hospital,"#6-156, Slns Colony, Balapur X Roads.Meerpet Rr Dist",500079,08415-240157,NA,0,NA,NA,0,0
Andhra Pradesh,Chittoor,HOS-HYD-2452,Sri Vignesh Hospital,"10-2-138/1A, T.K. Street",517501,0877-2227544,NA,0,NA,NA,0,0
Andhra Pradesh,Secunderabad,HOS-HYD-2522,Saijyothi Eye Institute,"# 185, Road No 1, West Marredpally Opp Lane To Omshati Foods",500026,040-27803686,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-348,Tanvir Hospital,Plot No 100 Kamalapuri Colony,500073,040-23747003,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-4113,Teja Nursing Home,"5-2-3, Prathipativari Veedhi, Narasaraopet",522601,08647-223144,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-45,Thatha Hospital,"100, Anupuram, E.C.I.L.Postanupuram",500062,040-27141145,NA,0,NA,NA,0,0
Andhra Pradesh,Vizianagaram,HOS-HYD-71,Tirumala Hospitals (Tirumala Nursing Home),"P.S.R. Complex, Near R.T.C. Complex, Vizianagarm",535003,08922-225850,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2212,Task Pain Management & Wellness Clinic (P) Ltd,"Snite-204, Reliance Classic Building2Nd Floor, Banjara Hills Road No 1",500034,040-66846001,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-46,Life Hospitals,"2-2-12/3/C, D.D.Colony, Shivam Road",500007,040-27427536,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-1584,Usha Cardiac Centre Limited,"#39-2-11, Pitchaiah Street, Labbipet",520010,0866-2484944,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-47,Usha Mullapudi Cardiac Centre,"Gajularamaram Road, Jeedimetla",500055,040-23090609,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-1589,Usha Mohan Hospital,"3-4-181/1 Hyderguda, Rajendranagar, Ring Road",500064,040-24008055,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-214,Maa Hospitals Pvt. Ltd. (Maa Ent Institute),"6-1-91, 2Nd Floor, Opp: Meera Theatre, Lakdikapool",500004,040-23212177,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-1230,Venkatrama Hospital,47-7-43 Dwarakanagarvisakhapatnam,530010,0891-2798631,NA,0,NA,NA,0,0
Andhra Pradesh,Vizianagaram,HOS-HYD-1921,Venkatapadma Hospital,"D.No: 15-1-45,3 Lamps Junction,Vizianagaram",535002,08922-227131,NA,0,NA,NA,0,0
Andhra Pradesh,Kurnool,HOS-HYD-53,Vijaya Hospital,"Revenue Colony, Ndl Road",518002,08518-271008,NA,0,NA,NA,0,0
Andhra Pradesh,Kakinada,HOS-HYD-1091,Vijaya Nursing Home,"Jawarhar Street, Ner Pindal Tank.Tank , East",533001,0884-2362770,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-355,Vijaya Nursing Home,"Near Double Road, 5-5-23/5/B, Vanasthali Hills",500070,040-24021054,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-824,Vijetha Health Care & Research Centre (P) Ltd.,"29-37-30, Eluru Road, Suryaraopet",520001,0866-2444101,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-1034,Pride Vikram Hospital,"Hi-Tech City Main Road, Madhapur",500081,040-23111123,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-HYD-208,Visakha Nethra Jyothi Pvt Ltd.,"8-1-64, Peddawaltair",530017,0891-2566385,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2036,Vijayasree Hospital,"#1-145/1/201, Vijaya Raghava Chambers, Main Road, Chandanagar",500050,040-40065444,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-2239,Vision Care Centre Super Speciality Eye Hospital,"43-14-24/4 & 43-14-24/4/2 (1St Floor) Sai Krishna Complex, Main Road, Railway New Colony",530016,0891-2790000,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-48,Woodlands Hospital,3-4-852 Barkatpura,500027,040-27555000,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2425,Kamineni Hospitals,"4/1/1227, King Koti Road, Abids",500001,040-66924444,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-61,Yashoda Super Speciality Hospital,"Rajbhavan Road, H.No.16/10/29, Somajiguda",500082,040-23319999,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-2703,Dhulipalla Hospital Guntur,"12-25-179, Kothapet, Opp Sivalayam",522001,08632-220461,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2716,Vijaya Nursing Home,"2-58/8, Beside Telephone Exchabge Chandranagar",500050,040-23034173,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-2885,G.R. Hospital,"At Welcome Board, Hyderabad Road",502110,08452-551810,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-2892,Lakshmi Eye & Maternity & Laparoscopy Hospital,"Above Lakshmi Vilas Bank, Benz Circle, Gayatri Nagar, Opp. St. Pauls Church",520008,0866-2477198,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-2884,Medak Nursing Home,"H-No-1-9-7, Azampura",502110,08452-551155,NA,0,NA,NA,0,0
Andhra Pradesh,Kurnool,HOS-HYD-2905,New Noble Super Speciality Hospital,N.R. Peta,518001,08518-228158,NA,0,NA,NA,0,0
Andhra Pradesh,Kurnool,HOS-HYD-2907,Padma Chandra Kidney Centre Super Speciality Hospital,"Nalanda Complex, Beside Hotel Raj Vihar",518001,08518-279601,NA,0,NA,NA,0,0
Andhra Pradesh,Ongole,HOS-HYD-2903,Prasad Vydyasala,"Opp, Balakrishna Theatre, Near Nellore Bus Stand",523001,08592-232002,NA,0,NA,NA,0,0
Andhra Pradesh,Kurnool,HOS-HYD-2902,Siri Noble Hospital,Sunkesula Road,518002,08518-222622,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-2935,Yashaswi Hospital,"12-25-165, Yadavallivari Street",522001,0863-2243244,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-2831,Peoples Hospital,"5-79, M.G. Road, Patanchero.Medalc",502319,08455-242318,NA,0,NA,NA,0,0
Andhra Pradesh,Cuddapah,HOS-HYD-2973,K.C.M. Hospital,"3/224, Christian Lane",516001,08562-250762,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-HYD-2980,Maxivision Lasercentre Pvt Ltd,"47-10-12, Pavan Paradise, Dwaraka Nagar Ii Lane",530016,0891-2550550,NA,0,NA,NA,0,0
Andhra Pradesh,Cuddapah,HOS-HYD-2961,Palla Krishnaiah Memorial Nursing Home,"Christian Line, Opp Police Line Gate",516001,08562-246088,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-2865,Sri Rohini Hospital,"# 9-6-1/2, Chanpapet, Sagar Road",500060,040-24534377,NA,0,NA,NA,0,0
Andhra Pradesh,Cuddapah,HOS-HYD-2962,Sree Hospital,"1/700-4, Dwaraka Nagar, Behind Gayathri Jr. College",516001,08562-277499,NA,0,NA,NA,0,0
Andhra Pradesh,Kurnool,HOS-HYD-2963,Viswa Bharathi Super Speciality Hospital,Gayathri Estates,518002,08518-229966,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3199,Help Hospital Pvt Limited,"D.No.27-29-23, Behind Viforia Musium Gowripet , Vijayawad",520002,0866-5515552,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-3201,Rohini Maternity & Nursing Home,"Shivajinagar, Siddipet",502103,08457-222702,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3114,Kanakadurga Hospitals Pvt Ltd,"15-6-10A, Kanakadurga Nursing Home Road, Zillaparishad Junction",530003,0891-6667201,NA,0,NA,NA,0,0
Andhra Pradesh,Warangal,HOS-HYD-3203,Mamatha Multispeciality Nursing Home,"H.No.4-29, Wardhannapet",506313,08711-230356,NA,0,NA,NA,0,0
Andhra Pradesh,Ranga Reddy,HOS-HYD-3246,Raksha Multispeciality Hospital,"Plot-5, Jahangir Nagar Colony, Check Post L.B.Nagar.Hyderabad",500074,040-24024821,NA,0,NA,NA,0,0
Andhra Pradesh,Nalgonda,HOS-HYD-3106,Sri Sai Krishna Hospital,"Doctor'S Colony, Miryalaguda",508207,08689-244023,NA,0,NA,NA,0,0
Andhra Pradesh,Kakinada,HOS-HYD-3107,Sai Sudha Hospital,"D.No.21-1-24, Jawahar St., Salipeta, East Godavari",533001,0884-2345979,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3241,Svr Neuro Hospital,"40-1/1-14, Abc Sivananda St. Labbipeta",520010,0866-2494930,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-4889,Anusha Hospital,"12-2-454, Gudi Malkapur, Mehdipatnam",500028,040-23530300,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3272,Kala Hospitals Pvt Ltd,"47-1-104, 6Th Lane, Dwarakanagar, Visakhapatnam-, Near B.V.K. College",530016,0891-2764748,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3266,Sridevi Eye Hospital,"Dror No 29-6-13A, Nakkal Road Surya Rao Pet.29-6-13A, Nakkal Road, Surya Rao Pet",520002,0866-2442777,NA,0,NA,NA,0,0
Andhra Pradesh,Rajahmundry,HOS-HYD-3260,S.A.I. Hospitals,"Near Gokavaram Bus Stand, Aryapuram Middle , Street Kodlampeta, Behind Naghos",533101,0883-2470033,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3264,Vijaya Eye Hospital,"5-87-104, 2Nd Line, Lakshmipuram",522007,0863-2235344,NA,0,NA,NA,0,0
Andhra Pradesh,Warangal,HOS-HYD-3145,Adarsha Nethralayam,"9-5-53, Mandibazar",506002,0870-2426555,NA,0,NA,NA,0,0
Andhra Pradesh,Nalgonda,HOS-HYD-3093,Dharani Nursing Home,"Doctirs Colony, Miryalaguda",508207,08689-231996,NA,0,NA,NA,0,0
Andhra Pradesh,Kuppam,HOS-HYD-3235,P.E.S. Institute Of Medical Sciences & Research Hospital,Chittoor District ,517425,08570-256666,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3144,R.K. Eye Centre,"Opp, Anna Srisrinivasa Rao Kalyana Mantapam, Kothapet",522001,0863-2252205,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3234,Seha Hospital,"6-2-1/A-312, Lakdi Kapul",500004,040-23311972 ,NA,0,NA,NA,0,0
Andhra Pradesh,Karimnagar,HOS-HYD-3302,Surendra Nehru Hospital,"21-2-19/5, Markandeya Colony, Godavarikhani",505209,08728-246695,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3308,Unity Centre For Orthopaedics & Trauma,"3-5-170/Gs, Narayanguda, Near Baptist Church",500029,040-23261933,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3326,S.V.K. Hospital (P) Ltd,"Plot # 78, Opp Ranga Theater",500055,"040- 2395686,55190080",NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3330,Apoorva Hospital,"46/A, Santoshnagar Colony, Mehdipatnam",500028,040-65503232,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3377,Ayush Hospital,"Premises # 1-2-30/7, Nizampet Road",500072,040-23892152,NA,0,NA,NA,0,0
Andhra Pradesh,Warangal,HOS-HYD-3386,Padmavathi Multi Speciality Nursing Home,"# 2-281-1, Mdl Thorrur",506163,08719-230955,NA,0,NA,NA,0,0
Andhra Pradesh,Tanuku,HOS-HYD-3391,Sudha Hospital,"Opp Co-Operative Society, 21-1-4, West Godavari Dist",534211,08819-224230,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3390,Visakha Ent Hospital,"9-24-2/A, Next To Aarif Optical Plaza, Ramatalkies, Asilmetta Road, Cbm Compound, Visakapatnam",530003,0891-2745030,NA,0,NA,NA,0,0
Andhra Pradesh,Tanuku,HOS-HYD-3365,Sri Vijaya Nursing Home,"Babugari Street, Opp-Town Hall Complex",534211,08819-222745,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-2913,Navya Children Hospital,"#1-9-3-1-1, Hasazampura",502110,08452-221051,NA,0,NA,NA,0,0
Andhra Pradesh,Sangareddi,HOS-HYD-2909,Manasa Multi Speciality Hospital,"Shanti Nagar, Medak",502001,08455-275292,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-2911,Sushma Nursing Home,"8-4-128, Siddipet",502103,08457-222561,NA,0,NA,NA,0,0
Andhra Pradesh,Sangareddi,HOS-HYD-2878,Gokul Venkateshwara Multi Speciality Hospital,Shivajinagar,502001,08455-276900,NA,0,NA,NA,0,0
Andhra Pradesh,Medak,HOS-HYD-2847,Sai Ganesh Multi Speciality Hospital,"N.H.9, Patancheru, Opp Police Station, Hyderabad",502319,08455-285700,NA,0,NA,NA,0,0
Andhra Pradesh,Siddipet,HOS-HYD-2910,Sri Venkateshwara Nursing Home,"# 9-3-139/2, Medak Road , Near Rythu Bazar, Medak",502103,08457-228708,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-2994,Sai Priya Hospital,"Main Road, Sambasivapet, Govt Womens Gollege Road",522001,0863-222106,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3054,Vijayawada Multispeciality Hospital ( A Unit Of Durgabhavani Hospitals Pvt. Ltd),"29-19-16, Chiluku Durgaiah Street,Nakkal Road,1St Cross,Vijaya Talkies Centre, Suryarao Pet, Vijayawada",520002,0866-6660133,NA,0,NA,NA,0,0
Andhra Pradesh,Nellore,HOS-HYD-3408,Aravind Nethralaya Meenakshi Hospital,"16-2-269, Swathantra Park Street, Near Saibaba Temple, Gandhi Nagar",524001,0861-2336468,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3416,Sri Ramakrishna Hospital,"Nimboliadda, Kachiguda, Near Kumar Theatre",500027,040-24656055,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3412,Siva Nursing Home,"2-15-56/1, Rajagari Kote, Narasaraopet",522601,08647-222255,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3476,Adavally Damodar Reddy Memorial Hospital,"3-97, Sharadanagar, Ramanthapur, Ranfa Reddy",500013,040-27038744,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3445,Dr. Ramayya'S Pramila Hospital,"Adj New Mla Quarters, Basheerbagh",500063,040-23234903,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3477,Kavya Nursing Home,"# 22-254, A.S. Raju Nagar, Kukatpally",500072,040-23067338,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3425,Maxivision Laser Centre Pvt Ltd,"H.No. 40-1-48, Labbipet",520010,0866-2495944,NA,0,NA,NA,0,0
Andhra Pradesh,Kurnool,HOS-HYD-3462,R.R. Hospital,Bhagyanagar,518004,08518-225414,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3496,Srinivasa Nursing Home,"17-4-17, S.P.. Road, Ponnur",522201,08643-242116,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3493,Sri Srinivasa Nursing Home,"Mulukutla Vari Street, Kothapet, Tenali",522201,08644-226130,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3494,Sri Sai Rupa Netralayam,"10-14-66, Near Old State Bank, Repalle",522265,08648-223747,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3454,Sulochana Eye Centre,"3-6-69/2 &C , Near Sky Line Theatre, Opp Sky Lark Apts, Basheer Bagh",500029,040-66103343,NA,0,NA,NA,0,0
Andhra Pradesh,Warangal,HOS-HYD-3433,Sindhuja Multi Speciality Nursing Home,"Near Shambhunipet Bus Stop, Opp High School",500005,0870-2500363,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3426,Sri Lakshmi Nursing Home,Gollamudivari Veedi,522403,08641-232111,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3481,Sri Sai Srinivasa Speciality Hospital,"3-5-1802/A, Jaiswal Lane, Narayanguda, Hyderabad",500029,040-23223872,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3495,Vyshnavi Nursing Home,"11-16-137, Kota Vari Street, Repalle",522265,08648-225999,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3490,Kishan Rao Hospital,"#2-2-1167/11/1/A, Tilak Nagar, Main Road",500044,040-27561528,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3498,Sri Srinivasa Hospital,"17-1-380/E/28832, Ce Colony Santhosh Nagar",500059,"040-24534589,0557",NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-HYD-3485,Vizag Orthopaedics & Special Surgery,"52-10-17, Opp Times Of India Office, Eesapuvani Palam",530013,0891-5574540,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3527,Alpha Super Speciality Hospital,"23-1-863. Bsides Mch Swimming Pool, Moghalpura",500024,040-55711111,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3521,Kirloskar Hospital,"#5-9-47/4, Bashir Bagu",500063,040-23296241,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3530,Nova Ent Hospital,"H. No-6-3-652, Somajiguda",500082,040-23322444,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-HYD-3501,"Lions District 324-C1,Cancer Treatment & Research Centre","Seethammadhara North Extension, Abhaya Anjaneya Swamy Temple",530013,0891-2543214,NA,0,NA,NA,0,0
Andhra Pradesh,Guntur,HOS-HYD-3541,C.V.R Hospital,"H No:10-1-7, 1St Lane, Sambasivapet",522001,0863-2225708,NA,0,NA,NA,0,0
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3538,Krishna Hospital,"D.No.14-37-29/1, Krishna Nagar",530002,0891-2566782,NA,0,NA,NA,0,0
Andhra Pradesh,Kakinada,HOS-HYD-3536,Sri Sai Raghavendra Super Specialities Hospital,"D.No.8-5-19/1, Ontimamidi Junction, Venkatanarayana Street, Gandhinagar",533004,0884-2364772,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3564,Vijaya Health Care,"8-2-186, Kummariguda, Secunderabad",500003,040-66262929,NA,0,NA,NA,0,0
Andhra Pradesh,Kothagudem,HOS-HYD-3583,Dr Pattabhirama Rao (Siromani Hospital),"No.4-1-7, Ramnagar",507101,08744-242275,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3577,Aswinee Nursing Home,"D.No.29-26-56, Suryaraopet, Jadagamvari Street",520002,0866-2435522,NA,0,NA,NA,0,0
Andhra Pradesh,Ramachandrapuram,HOS-HYD-3585,Narayana Reddy  Superspeciality Eye Hospital,"No.1-102, Canal Road, Anaparthi",533342,08857-227422,NA,0,NA,NA,0,0
Andhra Pradesh,Kakinada,HOS-HYD-3572,Nayana Eye Care,"D.No.2-1-50, Srinagar Bhanugudi Junction , Eg Dist",533003,0884-6599000,NA,0,NA,NA,0,0
Andhra Pradesh,Bhimavaram,HOS-HYD-3576,Varma Heart Care Centre,"#3-1-177, Undi Road",534202,08816-222701,NA,0,NA,NA,0,0
Andhra Pradesh,Hyderabad,HOS-HYD-3565,Bhavya Hospital,"Plot No.65, Road No.5, New Samathapuri Colony",500035,040-65089302,NA,0,NA,NA,0,0
Andhra Pradesh,Ongole,HOS-HYD-3566,G.S.R.Hospital,Sundariah Bhavan Road,523002,08592-221145,NA,0,NA,NA,0,0
Andhra Pradesh,Vijayawada,HOS-HYD-3595,Sandhya Hi-Tech Vision Care Centre,"B.No.29-13-90, Kaleswara Rao Road, Surya Rao Pet, Krishna",520002,0866-2438956,NA,0,NA,NA,0,0
